TriPigeonnier

Nombre de données, Intervalle des données, Taux de dispersion, nombre d'instructions,mémoire maximale(bytes), temps de traitement(us);
30000, 100, 0,60203, 432, 281;
30000, 100, 0,60203, 432, 182;
30000, 100, 0,60203, 432, 182;
30000, 100, 0,60203, 432, 182;
30000, 100, 0,60203, 432, 181;
30000, 100, 0,60203, 432, 181;
30000, 100, 25,60203, 432, 181;
30000, 100, 25,60203, 432, 170;
30000, 100, 25,60203, 432, 170;
30000, 100, 25,60203, 432, 170;
30000, 100, 25,60203, 432, 999;
30000, 100, 25,60203, 432, 182;
30000, 100, 25,60203, 432, 1145;
30000, 100, 25,60203, 432, 267;
30000, 100, 25,60203, 432, 170;
30000, 100, 25,60203, 432, 181;
30000, 100, 50,60203, 432, 181;
30000, 100, 50,60203, 432, 170;
30000, 100, 50,60203, 432, 170;
30000, 100, 50,60203, 432, 170;
30000, 100, 50,60203, 432, 170;
30000, 100, 50,60203, 432, 181;
30000, 100, 50,60203, 432, 181;
30000, 100, 50,60203, 432, 181;
30000, 100, 50,60203, 432, 170;
30000, 100, 50,60203, 432, 170;
30000, 100, 75,60203, 432, 170;
30000, 100, 75,60203, 432, 170;
30000, 100, 75,60203, 432, 170;
30000, 100, 75,60203, 432, 170;
30000, 100, 75,60203, 432, 170;
30000, 100, 75,60203, 432, 170;
30000, 100, 75,60203, 432, 170;
30000, 100, 75,60203, 432, 170;
30000, 100, 75,60203, 432, 170;
30000, 100, 75,60203, 432, 170;
30000, 100, 100,60203, 432, 170;
30000, 100, 100,60203, 432, 171;
30000, 100, 100,60203, 432, 170;
30000, 100, 100,60203, 432, 170;
30000, 100, 100,60203, 432, 170;
30000, 100, 100,60203, 432, 171;
30000, 100, 100,60203, 432, 170;
30000, 100, 100,60203, 432, 171;
30000, 100, 100,60203, 432, 182;
30000, 100, 100,60203, 432, 182;
30000, 1000, 0,62003, 4032, 183;
30000, 1000, 0,62003, 4032, 184;
30000, 1000, 0,62003, 4032, 183;
30000, 1000, 0,62003, 4032, 183;
30000, 1000, 0,62003, 4032, 183;
30000, 1000, 0,62003, 4032, 203;
30000, 1000, 0,62003, 4032, 196;
30000, 1000, 0,62003, 4032, 195;
30000, 1000, 0,62003, 4032, 196;
30000, 1000, 0,62003, 4032, 217;
30000, 1000, 25,62003, 4032, 195;
30000, 1000, 25,62003, 4032, 195;
30000, 1000, 25,62003, 4032, 195;
30000, 1000, 25,62003, 4032, 183;
30000, 1000, 25,62003, 4032, 183;
30000, 1000, 25,62003, 4032, 196;
30000, 1000, 25,62003, 4032, 183;
30000, 1000, 25,62003, 4032, 183;
30000, 1000, 25,62003, 4032, 183;
30000, 1000, 25,62003, 4032, 183;
30000, 1000, 50,62003, 4032, 195;
30000, 1000, 50,62003, 4032, 294;
30000, 1000, 50,62003, 4032, 295;
30000, 1000, 50,62003, 4032, 183;
30000, 1000, 50,62003, 4032, 183;
30000, 1000, 50,62003, 4032, 183;
30000, 1000, 50,62003, 4032, 183;
30000, 1000, 50,62003, 4032, 284;
30000, 1000, 50,62003, 4032, 196;
30000, 1000, 50,62003, 4032, 195;
30000, 1000, 75,62003, 4032, 195;
30000, 1000, 75,62003, 4032, 195;
30000, 1000, 75,62003, 4032, 195;
30000, 1000, 75,62003, 4032, 195;
30000, 1000, 75,62003, 4032, 183;
30000, 1000, 75,62003, 4032, 183;
30000, 1000, 75,62003, 4032, 183;
30000, 1000, 75,62003, 4032, 215;
30000, 1000, 75,62003, 4032, 183;
30000, 1000, 75,62003, 4032, 183;
30000, 1000, 100,62003, 4032, 196;
30000, 1000, 100,62003, 4032, 183;
30000, 1000, 100,62003, 4032, 183;
30000, 1000, 100,62003, 4032, 247;
30000, 1000, 100,62003, 4032, 183;
30000, 1000, 100,62003, 4032, 183;
30000, 1000, 100,62003, 4032, 183;
30000, 1000, 100,62003, 4032, 183;
30000, 1000, 100,62003, 4032, 223;
30000, 1000, 100,62003, 4032, 226;
30000, 10000, 0,80003, 40032, 309;
30000, 10000, 0,80003, 40032, 397;
30000, 10000, 0,80003, 40032, 309;
30000, 10000, 0,80003, 40032, 309;
30000, 10000, 0,80003, 40032, 309;
30000, 10000, 0,80003, 40032, 309;
30000, 10000, 0,80003, 40032, 309;
30000, 10000, 0,80003, 40032, 309;
30000, 10000, 0,80003, 40032, 309;
30000, 10000, 0,80003, 40032, 309;
30000, 10000, 25,80003, 40032, 333;
30000, 10000, 25,80003, 40032, 329;
30000, 10000, 25,80003, 40032, 330;
30000, 10000, 25,80003, 40032, 331;
30000, 10000, 25,80003, 40032, 310;
30000, 10000, 25,80003, 40032, 310;
30000, 10000, 25,80003, 40032, 330;
30000, 10000, 25,80003, 40032, 330;
30000, 10000, 25,80003, 40032, 309;
30000, 10000, 25,80003, 40032, 309;
